cid,targets,cnDesc,basicTypes
SO00145157,['has_site'],剧痛,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00338165,['has_site'],促肾上腺皮质激素类药过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529237,['has_site'],活动性胃溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00123599,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",脓毒症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00069694,"['has_site', 'combo_concept']",颅内出血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00011356,"['has_site', 'combo_concept', 'diagnosis']",关节不稳定,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529066,[],尿素循环障碍疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544910,[],复方对乙酰氨基酚过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00072897,"['has_site', 'combo_concept']",急性肺水肿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529102,[],盐酸文拉法辛过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529212,['has_site'],比索洛尔过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01152907,['has_site'],关节恶性肿瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00407133,['costly_medicine'],沐舒坦,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00326683,['has_site'],不稳定性骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02226862,['costly_medicine'],哈乐,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02544911,['has_site'],注射用鼠神经生长因子过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02298182,['costly_medicine'],诺和锐30,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00021899,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",室性心动过速,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00005888,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",糖尿病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00019049,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",心源性休克,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544997,[],重要脏器疾病急性进展期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00851951,['costly_medicine'],盐酸依伐布雷定,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00187566,"['has_site', 'combo_concept', 'diagnosis']",下肢深静脉血栓形成,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00180728,"['has_site', 'combo_concept']",关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02416840,['costly_medicine'],天晴甘美,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529227,[],复发性消化道溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00377641,['costly_medicine'],波立维,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00135475,['has_site'],大豆蛋白过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00430257,"['combo_concept', 'diagnosis']",心肌损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00197714,['costly_medicine'],能全素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02526339,[],腹式呼吸训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00010330,"['has_site', 'combo_concept', 'diagnosis']",高钙血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01595944,['costly_medicine'],硝酸甘油片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00069873,"['has_site', 'combo_concept', 'diagnosis']",关节肿胀,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529270,['has_site'],严重肝功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529099,[],草酸艾斯西酞普兰过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00133694,"['has_site', 'combo_concept', 'diagnosis']",急性心力衰竭,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00003084,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",烧伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528944,[],今辰,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02192771,[],独一味颗粒,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01665415,[],蒙特利尔认知评估,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO01432684,[],老年人,"[{'enBasicType': 'AgeGroup', 'cnBasicType': '年龄组人群'}]"
SO02197267,[],金振口服液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00216229,['combo_concept'],高热,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00012145,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",肝硬化,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544929,[],复方盐酸伪麻黄碱缓释胶囊过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00012782,"['has_site', 'combo_concept', 'diagnosis']",中毒性巨结肠,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00008863,"['has_site', 'combo_concept', 'diagnosis']",青光眼,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529144,[],未经治疗的高血压,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02515769,['has_site'],克隆氏病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544895,[],儿童（2岁以下）,"[{'enBasicType': 'AgeGroup', 'cnBasicType': '年龄组人群'}]"
SO00001094,[],胺碘酮,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00069733,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",肝功能异常,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529266,[],依达拉奉过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529269,[],大肠杆菌表达的其他制剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00338343,['has_site'],氢氯噻嗪过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00148766,['costly_medicine'],左洛复,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00009459,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",充血性心力衰竭,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529183,[],立位平衡不能,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00009735,"['has_site', 'combo_concept', 'diagnosis']",遗传性血管性水肿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529101,[],富马酸喹硫平过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00160028,[],盐酸利多卡因注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00261612,['has_site'],低灌注,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00218262,"['has_site', 'combo_concept', 'diagnosis']",急性酒精中毒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00011218,"['has_site', 'combo_concept']",缺血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00121566,['has_site'],消化道溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00398974,"['has_site', 'combo_concept', 'diagnosis']",乳腺癌,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00021897,"['has_site', 'combo_concept', 'diagnosis']",心室颤动,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01410140,['costly_medicine'],安立泽,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02544931,[],多磺酸粘多糖过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00003460,"['has_site', 'combo_concept', 'diagnosis']",限制型心肌病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337480,['has_site'],氯雷他定过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02223566,['diagnosis'],胃-心综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00580151,['therapeutic_procedure'],围手术期镇痛,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02528962,[],中药熏蒸,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00011070,"['has_site', 'combo_concept', 'diagnosis']",肠穿孔,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00336987,['has_site'],非甾体类抗炎药过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337091,['has_site'],局麻药过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02417285,[],门冬氨酸鸟氨酸注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00074492,"['has_site', 'combo_concept', 'diagnosis']",复发性关节脱位,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529317,[],CYP3A4酶强效抑制剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02299158,[],腰腹部,"[{'enBasicType': 'Anatomy', 'cnBasicType': '身体部位'}]"
SO00216495,[],伏立康唑,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00069842,"['has_site', 'combo_concept', 'diagnosis']",肠溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00016893,['combo_concept'],妊娠首三个月,[]
SO02529334,[],重度高脂血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528932,[],弥可保,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529054,[],活动性病理性出血,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00010793,['combo_concept'],炎症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00013608,"['has_site', 'combo_concept', 'diagnosis']",肌病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529023,[],急性代谢性酸中毒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00008611,"['has_site', 'combo_concept', 'diagnosis']",胃炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00751716,[],10%右旋糖溶液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529280,[],莫西沙星过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00017412,"['has_site', 'combo_concept']",精神病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02231625,"['combo_concept', 'complaint', 'diagnosis']",安装心脏起搏器,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02529028,[],活动性肝脏疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529130,[],急性心源性脑缺血综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529085,['has_site'],盐酸溴索过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00018156,"['has_site', 'diagnosis']",不安腿综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529030,[],艾地苯醌过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02030954,[],心肺功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337599,['has_site'],巴氯芬过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00323754,['therapeutic_procedure'],腰椎牵引,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00149533,['costly_medicine'],思瑞康,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02191556,[],盐酸小檗碱片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00338221,['has_site'],肝素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02203312,['costly_medicine'],甘草酸二铵肠溶胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00010347,"['has_site', 'combo_concept', 'diagnosis']",高钾血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00053654,"['has_site', 'combo_concept', 'diagnosis']",低磷血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02524304,['has_site'],脑出血急性期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02532382,[],徒手肌肉训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00338435,['has_site'],单硝酸异山梨酯过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528981,[],饭后半小时,"[{'enBasicType': 'Time', 'cnBasicType': '时间'}]"
SO00000120,['combo_concept'],腹部,"[{'enBasicType': 'Anatomy', 'cnBasicType': '身体部位'}]"
SO02529143,[],血小板功能缺陷病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01190862,[],达比加群,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00688879,"['has_site', 'combo_concept', 'diagnosis']",肝功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529298,['has_site'],尼麦角林过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00400392,"['has_site', 'combo_concept', 'diagnosis']",血友病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001651,"['has_site', 'combo_concept', 'diagnosis']",阑尾炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00416313,[],盐酸苯海索,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00604191,"['has_site', 'combo_concept', 'diagnosis']",呼吸衰竭,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00051086,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",癃闭,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00107316,['costly_medicine'],安素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00069820,"['has_site', 'combo_concept', 'diagnosis']",肌腱疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529295,[],硫酸氨基葡萄糖过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00419523,['costly_medicine'],瑞格列奈,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529011,[],甲钴胺过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01741220,['has_site'],愈合的骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00011487,"['has_site', 'combo_concept', 'diagnosis']",急性肾小管坏死,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00021583,"['has_site', 'combo_concept', 'diagnosis']",上消化道出血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00338425,['has_site'],硝酸甘油过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529255,[],胃肠道张力下降,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01626627,[],出血风险,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO02544924,['has_site'],整蛋白型肠内营养剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529217,[],器质性损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00122614,['has_site'],站立困难,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00069736,"['has_site', 'combo_concept']",骨髓抑制,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529008,[],开塞露过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00487703,"['combo_concept', 'diagnosis']",眼底出血,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00020052,['has_site'],磺胺类过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528941,[],维诺定,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529303,['has_site'],重症肝功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529022,[],外科大手术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00038783,[],伊曲康唑,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01301791,[],体外或全身治疗,"[{'enBasicType': 'Treatment', 'cnBasicType': '治疗'}]"
SO02173012,[],超短波治疗机,"[{'enBasicType': 'ProcedureDevice', 'cnBasicType': '医疗器械'}]"
SO02529082,['has_site'],严重肾功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00006579,"['has_site', 'combo_concept', 'diagnosis']",消化不良,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00336963,['has_site'],对乙酰氨基酚过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00072714,"['has_site', 'combo_concept', 'diagnosis']",急性感染性心内膜炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00014762,"['combo_concept', 'surgery_procedure']",器官移植,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02528979,[],致冷血红蛋白尿,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529216,[],止血异常,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00310268,['costly_medicine'],再普乐,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02205435,['costly_medicine'],丁苯酞软胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02526388,[],腕关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529204,[],严重腹腔内感染,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02149899,[],红外线理疗仪,"[{'enBasicType': 'ProcedureDevice', 'cnBasicType': '医疗器械'}]"
SO02528772,[],血液循环障碍,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02204399,['costly_medicine'],多巴丝肼片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529310,[],重组人粒细胞刺激因子过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00612755,['combo_concept'],草酸艾司西酞普兰,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529040,['has_site'],严重心功能衰竭,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00417668,[],优甲乐,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00147693,['combo_concept'],平衡失调,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00001891,['has_site'],阿司匹林过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00408409,['costly_medicine'],克敏能,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00403021,[],酗酒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529273,[],小鼠蛋白过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00325450,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",心动过速,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02202552,[],马应龙麝香痔疮膏,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01601337,[],利塞膦酸钠片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529071,['has_site'],严重肝功能损害,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529244,[],血浆蛋白过低,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02298902,[],可力,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01591993,[],巴氯芬片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529083,[],婴幼儿,"[{'enBasicType': 'AgeGroup', 'cnBasicType': '年龄组人群'}]"
SO00180809,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",开放性创伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02296549,[],解热镇痛药过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01741348,[],,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO00338314,['has_site'],非诺贝特过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00354880,['combo_concept'],依姆多,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02298816,['costly_medicine'],肠内营养剂(TPF-D),"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00008423,"['has_site', 'combo_concept', 'diagnosis']",遗传性果糖不耐受综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00582758,[],磺达肝癸钠,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529304,[],严重高血压,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544921,['has_site'],门冬氨酸鸟氨酸过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529261,[],喹喏酮类抗菌制剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337910,['has_site'],头孢曲松过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544904,['has_site'],富马酸比索洛尔过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00338385,['has_site'],卡托普利过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00356469,['costly_medicine'],厄贝沙坦,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02196356,[],辅酶Q10片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529167,[],浅感觉,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00069795,"['has_site', 'combo_concept', 'complaint']",QT间期延长,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00865291,['costly_medicine'],熊去氧胆酸口服胶囊[优思弗],"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00133864,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",二度房室传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00054126,"['has_site', 'combo_concept', 'diagnosis']",关节松弛,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529126,['has_site'],叶酸不耐受,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00635298,[],西咪替丁注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529335,[],心肌梗死恢复早期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526335,[],局部金属异物,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526336,[],内出血倾向,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00539565,"['combo_concept', 'therapeutic_procedure']",推拿,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02203952,[],枯草杆菌二联活菌肠溶胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00121640,"['has_site', 'combo_concept']",特发性水肿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00002912,"['has_site', 'combo_concept', 'diagnosis']",脑水肿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529200,['has_site'],经常性胆绞痛,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00019822,"['has_site', 'combo_concept', 'diagnosis']",胃溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529333,['has_site'],严重肝功能损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00133872,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",二分支传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00496130,['costly_medicine'],来得时,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00408459,"['antibiotic', 'costly_medicine']",希刻劳,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02528956,[],可乐必妥滴眼液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00331133,"['has_site', 'combo_concept']",皮肤伤口,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00429333,"['has_site', 'complaint']",急性腹痛,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529109,[],血栓症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529104,[],哌啶衍生物过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00321368,['has_site'],全身性真菌病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02522820,['costly_medicine'],琥珀酸亚铁缓释片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00006591,"['has_site', 'combo_concept', 'diagnosis']",张力失常,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
